Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
1453949,DISFRAZ COYA NENA ECHYZOS X 1U T.2 / T.3  T.3 VERDE CON AZUL POLLERA Y PONCHO,"25,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453950,DISFRAZ COYA NENE CANDELA T.2 / T.3  T.2 PONCHO ROJO/PANTALON MARRON,"29,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453950,DISFRAZ COYA NENE CANDELA T.2 / T.3  T.3 PONCHO ROJO/PANTALON MARRON,"29,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453952,DISFRAZ DAMA ANTIGUA NEW TOYS T.1 / T.3 X 1U  T.1 LILA,"42,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453952,DISFRAZ DAMA ANTIGUA NEW TOYS T.1 / T.3 X 1U  T.3 LILA,"42,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - VERDE,"1,800.00",0.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - VIOLETA,"1,800.00",-1.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - CELESTE,"1,800.00",0.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - NEGRO,"1,800.00",0.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - ROSA,"1,800.00",-1.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - AMARILLO FLUO,"1,800.00",0.00,VASA,UNIDAD,
1454039,SERVILLETA COLOR COUNTRY X 20U  - AZUL,"1,800.00",-3.00,VASA,UNIDAD,
1454043,CORTINAS FORMAS  CORAZONES CELESTE,"3,500.00",0.00,,UNIDAD,
1454046,GALLETA OREO 118GS X 1U  - GOLDEN-VAINILLA,"2,200.00",0.00,QUIPAR,UNIDAD,
1454046,GALLETA OREO 118GS X 1U  - ORIGINAL,"2,200.00",0.00,QUIPAR,UNIDAD,
1454046,GALLETA OREO 118GS X 1U  - FRUTILLA,"2,200.00",0.00,QUIPAR,UNIDAD,
1454046,GALLETA OREO 118GS X 1U  - MENTA,"2,200.00",0.00,QUIPAR,UNIDAD,
145407,ANTIFAZ CARTON C/BRILLO X6  - NEGRO,"2,400.00",0.00,,UNIDAD,
145407,ANTIFAZ CARTON C/BRILLO X6  - PLATA,"2,400.00",0.00,,UNIDAD,
145429,SANGRE FALSA  RADHA COMESTIBLE ROJA,"2,000.00",0.00,,UNIDAD,
145429,SANGRE FALSA  ZOMBIE VERDE,"2,000.00",0.00,,UNIDAD,
145439,LUCES NAVIDEÑAS BURBUJA 20 LED DAEWOO  - FRIA,"4,900.00",0.00,,UNIDAD,
145439,LUCES NAVIDEÑAS BURBUJA 20 LED DAEWOO  - MULTICOLOR,"4,900.00",0.00,,UNIDAD,
145439,LUCES NAVIDEÑAS BURBUJA 20 LED DAEWOO  - CALIDA,"4,900.00",0.00,,UNIDAD,
145442,LUCES LED 1.5 MT 10 LUCES 2 PILAS AA  - FRIA,"1,500.00",0.00,,UNIDAD,
145442,LUCES LED 1.5 MT 10 LUCES 2 PILAS AA  - CALIDA,"1,500.00",0.00,,UNIDAD,
145476,PALITO PORTA GLOBOS X 25U  AMARILLO BLANCO,"2,800.00",0.00,,UNIDAD,
145476,PALITO PORTA GLOBOS X 25U  ROJO BLANCO,"2,800.00",0.00,,UNIDAD,
145476,PALITO PORTA GLOBOS X 25U  AMARILLO FLUO BLANCO,"2,800.00",-1.00,,UNIDAD,
145476,PALITO PORTA GLOBOS X 25U  - MULTICOLOR,"2,800.00",0.00,,UNIDAD,
145503,PELUCA SUPER AFRO  - VARIOS,"9,500.00",0.00,,UNIDAD,
145503,PELUCA SUPER AFRO  - ROJO,"9,500.00",0.00,,UNIDAD,
145511,PELUCA LACIA CON FLEQUILLO  - ROJO,"7,000.00",0.00,,UNIDAD,
145511,PELUCA LACIA CON FLEQUILLO  - NARANJA,"7,000.00",0.00,,UNIDAD,
145511,PELUCA LACIA CON FLEQUILLO  - VARIOS,"7,000.00",-1.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - MARRON CHICO,"4,500.00",0.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - MARRON GRANDE,"4,500.00",0.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - CELESTE,"4,500.00",0.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - AMARILLO,"4,500.00",0.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - VIOLETA,"4,500.00",0.00,,UNIDAD,
145539,ANTEOJO ACRILICO CON MARCO X 1  - NEGRO,"4,500.00",0.00,,UNIDAD,
145543,ANTEOJO ALARGADO COLOR X 1  - ROSA,"3,200.00",0.00,,UNIDAD,
145543,ANTEOJO ALARGADO COLOR X 1  - AMARILLO,"3,200.00",0.00,,UNIDAD,
145543,ANTEOJO ALARGADO COLOR X 1  - CELESTE,"3,200.00",0.00,,UNIDAD,
145550,ANTEOJOS HILO LUMINOSO X 1  - AMARILLO,"9,900.00",0.00,,UNIDAD,
145550,ANTEOJOS HILO LUMINOSO X 1  - NARANJA,"9,900.00",0.00,,UNIDAD,
145556,CORONITA FLORES GOMA EVA C/LUZ X 1  - ROJA CON BLANCO,"3,500.00",0.00,,UNIDAD,
145556,CORONITA FLORES GOMA EVA C/LUZ X 1  - CELESTE,"3,500.00",0.00,,UNIDAD,
145564,BANDERIN MI BAUTISMO G.M X 1U  - CELESTE,"3,500.00",0.00,,UNIDAD,
145564,BANDERIN MI BAUTISMO G.M X 1U  - ROSA,"3,500.00",-1.00,,UNIDAD,
145574,STRASS PARA CARA CALACA  - ROJO/PLATA,"1,900.00",0.00,,UNIDAD,
145574,STRASS PARA CARA CALACA  - DORADO/PLATA,"1,900.00",0.00,,UNIDAD,
145700,SERPENTINAS EN AEROSOL X 1  - BOMBUCHA,"3,500.00",0.00,,UNIDAD,
145700,SERPENTINAS EN AEROSOL X 1  - PARTY STORE,"3,500.00",0.00,,UNIDAD,
145700,SERPENTINAS EN AEROSOL X 1  - NASHVILLE,"3,500.00",0.00,,UNIDAD,
145701,SERPENTINAS EN AEROSOL X 2  - BOMBUCHA,"5,800.00",0.00,,UNIDAD,
145701,SERPENTINAS EN AEROSOL X 2  - PARTY STORE,"5,800.00",0.00,,UNIDAD,
145701,SERPENTINAS EN AEROSOL X 2  - NASHVILLE,"5,800.00",0.00,,UNIDAD,
145702,SERPENTINAS EN AEROSOL X 12  - BOMBUCHA,"28,000.00",0.00,,UNIDAD,
145702,SERPENTINAS EN AEROSOL X 12  - PARTY STORE,"28,000.00",0.00,,UNIDAD,
145702,SERPENTINAS EN AEROSOL X 12  - NASHVILLE,"28,000.00",0.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - NARANJA,"1,900.00",0.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - ROSA,"1,900.00",0.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - AMARILLO,"1,900.00",-1.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - BLANCO,"1,900.00",0.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - VERDE,"1,900.00",0.00,,UNIDAD,
145752,VINCHA HAWAIANA MARGARITA FLUOR X1  - AZUL,"1,900.00",-1.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - VERDE,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - BLANCO,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - NARANJA,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - MULTICOLOR,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - FUCSIA,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - AZUL,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - VIOLETA,"5,500.00",0.00,,UNIDAD,
145783,COLLAR HAWAIANO FLORES DE TELA FLUOR  - AMARILLO,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - ROJO,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - ROSA,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - NARANJA,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - AZUL,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - VERDE,"5,500.00",0.00,,UNIDAD,
145785,COLLAR HAWAIANO FLORES DE TELA LUREX  - VIOLETA,"5,500.00",0.00,,UNIDAD,
145787,COLLAR HAWAIANO FLORES DE TELA METALIZADO  - DORADO,"6,000.00",0.00,,UNIDAD,
145787,COLLAR HAWAIANO FLORES DE TELA METALIZADO  - PLATEADO,"6,000.00",0.00,,UNIDAD,
145789,TUTU CORTO LUREX/BRILLO  - -,"6,500.00",0.00,,UNIDAD,
145789,TUTU CORTO LUREX/BRILLO  - .,"6,500.00",-1.00,,UNIDAD,
145790,TUTU C/BRILLO NEON  - FUCSIA,"7,500.00",0.00,,UNIDAD,
145790,TUTU C/BRILLO NEON  - VERDE,"7,500.00",-3.00,,UNIDAD,
145792,TUTU GRANDE  - AMARILLO,"6,900.00",0.00,,UNIDAD,
145792,TUTU GRANDE  - AZUL,"6,900.00",0.00,,UNIDAD,
145792,TUTU GRANDE  - NEGRO,"6,900.00",0.00,,UNIDAD,
145793,ESPADAS GLADEADOR  - -,"7,500.00",0.00,,UNIDAD,
145793,ESPADAS GLADEADOR  - .,"7,500.00",-1.00,,UNIDAD,
145808,ANTEOJOS CARTON FLUOR X12  - .,"3,600.00",0.00,,UNIDAD,
145808,ANTEOJOS CARTON FLUOR X12  - -,"3,600.00",-1.00,,UNIDAD,
145873,CORONAS PLASTICAS C/GEMAS  PRINCESA DORADA,"2,500.00",0.00,,UNIDAD,
145873,CORONAS PLASTICAS C/GEMAS  REY PLATEADA,"2,500.00",0.00,,UNIDAD,
145875,SET PRINCESA (TIARA-VARA)  - CELESTE,"3,000.00",0.00,,UNIDAD,
145875,SET PRINCESA (TIARA-VARA)  - ROSA,"3,000.00",0.00,,UNIDAD,
145875,SET PRINCESA (TIARA-VARA)  - FUCSIA,"3,000.00",-1.00,,UNIDAD,
145883,CARETA PLASTICA RIGIDA PERSONAJES  - FLASH,"5,500.00",0.00,,UNIDAD,
145883,CARETA PLASTICA RIGIDA PERSONAJES  - DEADPOOL,"5,500.00",0.00,,UNIDAD,
145883,CARETA PLASTICA RIGIDA PERSONAJES  - CAPITAN AMERICA,"5,500.00",0.00,,UNIDAD,
145883,CARETA PLASTICA RIGIDA PERSONAJES  - MARIO BROS,"5,500.00",0.00,,UNIDAD,
145883,CARETA PLASTICA RIGIDA PERSONAJES  - HARLEY QUINN,"5,500.00",0.00,,UNIDAD,
145887,SET CONEJO PELUCHE  - ROSA,"3,900.00",0.00,,UNIDAD,
145887,SET CONEJO PELUCHE  - BLANCO,"3,900.00",-2.00,,UNIDAD,
145889,SET PELUCHE ANIMALES  - JIRAFA,"3,900.00",0.00,,UNIDAD,
145889,SET PELUCHE ANIMALES  - TIGRE,"3,900.00",0.00,,UNIDAD,
145889,SET PELUCHE ANIMALES  - RATON,"3,900.00",0.00,,UNIDAD,
145889,SET PELUCHE ANIMALES  - ELEFANTE,"3,900.00",0.00,,UNIDAD,
145889,SET PELUCHE ANIMALES  CONEJA FUCSIA,"3,900.00",0.00,,UNIDAD,
145902,"TUTU DE RAZO (ABEJA,VAQUITA S.A)  - ABEJA","5,500.00",-1.00,,UNIDAD,
145902,"TUTU DE RAZO (ABEJA,VAQUITA S.A)  - VAQUITA DE SAN ANTONIO","5,500.00",0.00,,UNIDAD,
145994,"SET DE ABEJA-VAQUITA S.A (ALAS,VINCHA,VARITA)  - ABEJA","6,500.00",-2.00,,UNIDAD,
145994,"SET DE ABEJA-VAQUITA S.A (ALAS,VINCHA,VARITA)  - VAQUITA SAN ANTONIO","6,500.00",-2.00,,UNIDAD,
145997,ALAS ABEJA -VAQUITA SAN ANTONIO  - VAQUITA SAN ANTONIO,"5,000.00",0.00,,UNIDAD,
145997,ALAS ABEJA -VAQUITA SAN ANTONIO  - ABEJA,"5,000.00",0.00,,UNIDAD,
145998,SET MARIPOSA C/LUZ  - VARIOS,"5,800.00",0.00,,UNIDAD,
145998,SET MARIPOSA C/LUZ  - AMARILLO,"5,800.00",0.00,,UNIDAD,
1476,CORTINA METALIZADA CUADRADA X 1U  - PLATEADO,"3,000.00",0.00,,UNIDAD,
1476,CORTINA METALIZADA CUADRADA X 1U  GRANDE ROJO,"3,000.00",-4.00,,UNIDAD,
14801,SET DE DIABLA  - METALIZADA,"3,900.00",0.00,,UNIDAD,
14801,SET DE DIABLA  - PAÑO,"3,900.00",0.00,,UNIDAD,
15230,CORTANTE NAVIDEÑOS  - ESTRELLA FUGAZ,"4,000.00",0.00,,UNIDAD,
15230,CORTANTE NAVIDEÑOS  - PINO GRANDE,"4,000.00",0.00,,UNIDAD,
15230,CORTANTE NAVIDEÑOS  - MUERDAGO GRANDE,"4,000.00",0.00,,UNIDAD,
15231,CORTANTES NAVIDEÑO CHICOS  - PINO CHICO,"3,000.00",0.00,,UNIDAD,
15234,CORTANTE MARCADOR NAVIDEÑO  - MUÑECO DE NIEVE,"2,000.00",0.00,,UNIDAD,
15234,CORTANTE MARCADOR NAVIDEÑO  - COPO DE NIEVE,"2,000.00",0.00,,UNIDAD,
15234,CORTANTE MARCADOR NAVIDEÑO  - CARA DE PAPA NOEL,"2,000.00",0.00,,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - ROJO,"2,500.00",-32.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - CELESTE BEBE,"2,500.00",-18.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - BLANCO,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - ROSA GOLD,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - VIOLETA,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - VIOLETA METALIZADA,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - LILA METALIZADA,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  ROJO -,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - ROSA BEBE,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  MAGIC PARTY ROJO,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  MAGIC PARTY PLATEADA,"2,500.00",-12.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  DILAX BLANCA,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - NEGRO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  ROSA GOLD -,"2,500.00",-7.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  VIOLETA -,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  DILAX CELESTE,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  DILAX LILA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
160,CORTINA METALIZADA LLUVIA X 1 U  - FUCSIA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1610,"GLOBOS CROME 12"" X10 GLOBOX  - FUCSIA","3,500.00",0.00,,UNIDAD,
1610,"GLOBOS CROME 12"" X10 GLOBOX  - VERDE","3,500.00",0.00,,UNIDAD,
1610,"GLOBOS CROME 12"" X10 GLOBOX  - ROSA GOLD","3,500.00",0.00,,UNIDAD,
1610,"GLOBOS CROME 12"" X10 GLOBOX  - AZUL","3,500.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - PURPURA","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - ROSA GOLD","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - VERDE","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - ROSA CORAL","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - PLATA","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - FUCSIA","6,000.00",0.00,,UNIDAD,
1611,"GLOBOS CROMO 5"" GLOBOX 25U  - AZUL","6,000.00",0.00,,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  - ROSA","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO 12"" ROSA PASTEL","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO 12"" CREMA","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO 12"" AZUL OSCURO","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" BLANCO","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" LILA PASTEL","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" VIOLETA","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" NEGRO","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" FUCSIA","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1615,"GLOBOS PERLADOS 12"" GLOBOX X 50U  PERLADO12"" PLATINUM","10,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
2061,REDONDELAS RELLENAS 500G  - DULCE DE LECHE,"10,900.00",0.00,,UNIDAD,
2061,REDONDELAS RELLENAS 500G  - MANI,"10,900.00",0.00,,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  BLANCO PERLADO,"3,500.00",-6.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  VIOLETA -,"3,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  ROJO -,"3,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  ROSA -,"3,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  NEGRO -,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  VERDE -,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
291,COLORANTE EN POLVO LIPOS. FLEIBOR X 1  AMARILLO -,"3,500.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
2910,COLORANTE POLVO DORADO FLEIBOR X 1  - PLATEADO,"4,800.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
2910,COLORANTE POLVO DORADO FLEIBOR X 1  - ORO ROSA,"4,800.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
2910,COLORANTE POLVO DORADO FLEIBOR X 1  - BRONCE,"4,800.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
2911,GLITTER FLEIBOR (NO COMESTIBLE)  - PLATA,"3,000.00",0.00,,UNIDAD,
2911,GLITTER FLEIBOR (NO COMESTIBLE)  - ORO,"3,000.00",0.00,,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - NARANJA,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - ROJO BORDO,"2,600.00",-1.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - CELESTE NUBE,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - AMARILLO HUEVO,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - VIOLETA,"2,600.00",-3.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - AZUL,"2,600.00",-2.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - MARRON CHOCOLATE,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - AZUL FRANCIA,"2,600.00",-2.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - VERDE HOJA,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - ROSA N,"2,600.00",-5.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - ROSA,"2,600.00",-1.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - ROSA C,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - AMARILLO,"2,600.00",-4.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  - ROJO R,"2,600.00",-5.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  AZUL M -,"2,600.00",0.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  VERDE A -,"2,600.00",-1.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  CELESTE B -,"2,600.00",-1.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  VIOLETA N -,"2,600.00",-2.00,LUCAS SANTIAGO,UNIDAD,
401,COLORANTE EN PASTA FLEIBOR X 1  NEGRO -,"2,600.00",-2.00,LUCAS SANTIAGO,UNIDAD,
5000025,JUGO BAGGIO X 2 UNID.  - DURAZNO,"1,900.00",-3.00,,UNIDAD,
5000028,ALFAJOR GENIO X 24 UNID.  - BLANCO,"13,500.00",0.00,,UNIDAD,
5000028,ALFAJOR GENIO X 24 UNID.  - NEGRO,"13,500.00",0.00,,UNIDAD,
5000034,ALFAJOR TATIN X2  - BLANCO,"1,300.00",-2.00,,UNIDAD,
5000034,ALFAJOR TATIN X2  - NEGRO,"1,300.00",-13.00,,UNIDAD,
5000035,ALFAJOR TERRABUSI X2  - GLACEADO,"2,200.00",0.00,,UNIDAD,
5000035,ALFAJOR TERRABUSI X2  - CLASICO,"2,200.00",0.00,,UNIDAD,
5000036,ALFAJOR FULBITO X4  - BLACK,"1,000.00",0.00,,UNIDAD,
5000041,LLUVIA DE PINTURA FLUO ARTELIGHT X1  VERDE .,"3,000.00",0.00,,UNIDAD,
5000041,LLUVIA DE PINTURA FLUO ARTELIGHT X1  NARANJA .,"3,000.00",0.00,,UNIDAD,
5000041,LLUVIA DE PINTURA FLUO ARTELIGHT X1  AMARILLO .,"3,000.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  NEGRO .,"3,500.00",-2.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  VERDE .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  BLANCO .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  NATURAL .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  CORAL .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  ROSA .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  CELESTE .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  LILA CLARO .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  VIOLETA .,"3,500.00",0.00,,UNIDAD,
5000042,VINCHA SEDA COLOR FLOWER TIME X1  MULTICOLOR .,"3,500.00",0.00,,UNIDAD,
5000043,VINCHA SEDA MARGARITA X1 FLOWER TIME  PASTEL .,"2,500.00",0.00,AICHINO HECTOR,UNIDAD,
5000043,VINCHA SEDA MARGARITA X1 FLOWER TIME  MULTICOLOR .,"2,500.00",0.00,AICHINO HECTOR,UNIDAD,
5000044,MAMADERA COLOR X12 STASIO  CELESTE .,"4,900.00",0.00,AICHINO HECTOR,UNIDAD,
5000044,MAMADERA COLOR X12 STASIO  ROSA .,"4,900.00",0.00,AICHINO HECTOR,UNIDAD,
5000049,GLOBOS F/C - COMUNION - BAUTISMO X 50 GLOBOLANDIA  - COMUNION,"5,500.00",0.00,GLOBOLANDIA,UNIDAD,
5000049,GLOBOS F/C - COMUNION - BAUTISMO X 50 GLOBOLANDIA  - F/C,"5,500.00",0.00,GLOBOLANDIA,UNIDAD,
5000049,GLOBOS F/C - COMUNION - BAUTISMO X 50 GLOBOLANDIA  - BAUTISMO,"5,500.00",0.00,GLOBOLANDIA,UNIDAD,
5000052,CUADERNO HUSARES 80 H 16X21  - CUADRICULADO,950.00,0.00,COMERCIAL SUMA SRL,UNIDAD,
5000052,CUADERNO HUSARES 80 H 16X21  - RAYADA,950.00,0.00,COMERCIAL SUMA SRL,UNIDAD,
5000064,GOMITAS MOGUL EXTREME ACIDO-DULCE 500G  - GUSANITOS,"8,500.00",-1.00,ARCOR,UNIDAD,
5000064,GOMITAS MOGUL EXTREME ACIDO-DULCE 500G  - FRUTILLAS,"8,500.00",0.00,ARCOR,UNIDAD,
5000066,ALFAJOR TRIPLE FANTOCHE X2  NEGRO .,"2,500.00",-4.00,,UNIDAD,
5000066,ALFAJOR TRIPLE FANTOCHE X2  BLANCO .,"2,500.00",-2.00,,UNIDAD,
