Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
85-4,BANDEJAS MADERA REDONDA 40 CM MELAMINA,"4,400.00",-4.00,OTERO,UNIDAD,
85-5,BANDEJAS MADERA RECTANGULAR 20 X 30 CM MELAMINA,"1,700.00",-2.00,OTERO,UNIDAD,
85-6,BANDEJAS MADERA RECTANGULAR 25 X 35 CM MELAMINA,"2,400.00",-5.00,OTERO,UNIDAD,
85-7,BANDEJAS MADERA RECTANGULAR 30 X 40 CM MELAMINA,"3,300.00",-2.00,OTERO,UNIDAD,
85-8,BANDEJAS MADERA RECTANGULAR 35 X 45 CM MELAMINA,"4,400.00",-3.00,OTERO,UNIDAD,
85-9,BANDEJAS MADERA RECTANGULAR 40 X 50 CM MELAMINA,"4,900.00",-4.00,OTERO,UNIDAD,
86,FORMITAS DE AZUCAR,0.00,-28.00,,UNIDAD,
860,FORMITAS DE AZUCAR PAQUETE VARIOS,"2,500.00",-1.00,,UNIDAD,
89,BATATA SUELTA KG,"3,200.00",-10.00,BYC,KG,
9,GUINDELAS,"9,500.00",-5.00,,KG,
90,LETRAS VARIOS,0.00,-3.00,,UNIDAD,
91,BOMBAS DE CREMA,0.00,-1.00,,UNIDAD,
95,BOLSAS DE PAPEL,0.00,-15.00,,UNIDAD,
97,PASTA DE MANI,"10,000.00",-6.00,,KG,
98,TURRON DE MANI CAVIWA SUELTO KG,"17,000.00",-2.00,LA CASA DE DON LUCAS,KG,
99,PIROTINES,0.00,-28.00,,UNIDAD,
A0,LETRAS TELGOPOR MINI C/BRILLO C/U KARI,350.00,-3.00,KARI MAQUETAS,UNIDAD,
A1,FORMITAS TELGOPOR C/ALAMBRE Y BRILLO C/U,400.00,-1.00,KARI MAQUETAS,UNIDAD,
A10,TOPPERS FELIZ CUMPLE PANCARTA MINI,550.00,0.00,,UNIDAD,
A11,FRASE FELIZ CUMPLE MINI TELGOP X 1U KARI,650.00,0.00,KARI MAQUETAS,UNIDAD,
A12,TOPPERS GOMA EVA HOLOGRAFICO,"1,000.00",0.00,,UNIDAD,
A13,TOPPERS FELIZ CUMPLE IMPRESO (CLAUDIO),550.00,0.00,,UNIDAD,
A14,TOPPER 3D F/CUMPLE IMPRESO X 1,"1,700.00",0.00,TOPPER 3D FERNANDO,UNIDAD,
A16,TOPPER F/CUMPLE MDF METALIZADO,"1,500.00",0.00,,UNIDAD,
A17,FRASE FELIZ CUMPLE TODO GIBREADO TEGOP X 1 KARI,"1,200.00",0.00,KARI MAQUETAS,UNIDAD,
A18,FRASE FELIZ CUMPLE TELGOP CORAZ..ESTRE.GLOB.CORONA,"1,100.00",0.00,KARI MAQUETAS,UNIDAD,
A19,FRASE FELIZ CUMPLE GOMA EVA CHICO X 1U CLAUDIO,"1,400.00",-18.00,CREACIONES CLAUDIO,UNIDAD,
A2,ESTRELLAS GOMA EVA PINCHE X 1U CLAUDIO,550.00,0.00,CREACIONES CLAUDIO,UNIDAD,
A20,FRASE FELIZ CUMPLE GOMA EVA GRANDE X 1U CLAU,"1,500.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A21,FRASE FELIZ CUMPLE CLASICO TELGOP X 1 KARI,800.00,-15.00,KARI MAQUETAS,UNIDAD,
A22,HINCHA FUTBOL/MANITO PINCHE X 1U CLAUDIO,"1,100.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A23,FELIZ CUMPLE TELGOPOR TODO GIBREADO ALTO,"1,200.00",0.00,,UNIDAD,
A24,FRASE FELIZ CUMPLE TELGOP C/FONDO X 1,"1,300.00",0.00,KARI MAQUETAS,UNIDAD,
A25,FRASE FELIZ CUMPLE LUNAR TELGOP X1,"1,000.00",0.00,KARI MAQUETAS,UNIDAD,
A26,FRASE FELIZ CUMPLE C/ESCUDO GOMA EVA X 1U CLAU,"1,500.00",-18.00,CREACIONES CLAUDIO,UNIDAD,
A27,MIS 15/18/50 ETC GOMA EVA X 1U CLAUDIO,"1,400.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A28,LETRAS ABECEDARIO GOMA EVA X 1U CLAU,500.00,0.00,CREACIONES CLAUDIO,UNIDAD,
A29,FRASE MI COMUNION/ME RECIBI/FELIZ ANIVERSARIO GOMA EVA ETC X 1U CLAUDIO,"1,600.00",0.00,VASA,UNIDAD,
A3,ESCUDITO GOMA EVA C/MECHA X 1U CLAUDIO,"1,100.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A30,FRASE FELIZ CUMPLE TODO GIBRE TELGOP X 1U RICKY,"1,200.00",0.00,RICKY,UNIDAD,
A31,FRASE FELIZ CUMPLE GOMA EVA X 1 CARO,"1,400.00",0.00,"CAROLINA (GOMA EVA), CAROLINA",UNIDAD,
A32,FRASE FELIZ CUMPLE HOLOGRAFICO X 1U CARO,"1,200.00",0.00,,UNIDAD,
A33,FRASE FELIZ CUMPLE VS PINCHE X 1U CARO,"1,200.00",0.00,"CAROLINA (GOMA EVA), CAROLINA",UNIDAD,
A34,TOPPER 3D PERSONAJES PLAST X 1U ALI,"2,300.00",0.00,ALICIA,UNIDAD,
A35,TOPPER 3D FELIZ CUMPLE PLAST X 1 ALI,"2,300.00",0.00,ALICIA,UNIDAD,
A36,TOPPER PERSONAJES SORBETE X 1 CAROL,"3,500.00",0.00,ADORNITOS CAROL,UNIDAD,
A37,TOPPER FELIZ CUMPLE GOMA EVA C/ESCUDO X 1 CARO,"1,500.00",0.00,"CAROLINA (GOMA EVA), CAROLINA",UNIDAD,
A38,TOPPER FELIZ CUMPLE ESCUDO G.EVA C/ESTRELLITA X 1 CARO,"1,200.00",0.00,"CAROLINA (GOMA EVA), CAROLINA",UNIDAD,
A4,ESCUDITO TELGOPOR C/MECHA X 1 KARI,900.00,0.00,KARI MAQUETAS,UNIDAD,
A5,BOTIN DE FUTBOL (CLAUDIO),"1,400.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A6,TOPPER 3 D PLASTICOS X 1U (ALI),"2,300.00",0.00,ALICIA,UNIDAD,
A7,TOPPER ESCUDO C/VELA GOMA EVA X 1,"1,000.00",0.00,CREACIONES CLAUDIO,UNIDAD,
A8,TOPPER ARCO IRIS C/BRILLO PINCHE X 1,"2,500.00",0.00,LILI,UNIDAD,
A9,BANDERIN PARA TORTA GOMA EVA FELIZ CUMPLE X 1,"2,500.00",0.00,SUSANA PIÑATAS,UNIDAD,
B-212,BOLSA PAPEL KRAFT Nº2L X 50U,"1,200.00",0.00,,UNIDAD,
B0,SERVILLETAS ELEGANTE 80U SOFT,"1,800.00",-21.00,VASA,UNIDAD,
B1,ROLLOS DE COCINA X3 ELEGANTE,"2,300.00",-5.00,VASA,UNIDAD,
B10,PAPEL SULFITO (40X50) 1KG,"2,200.00",0.00,,UNIDAD,
B100,POTE BISAGRA MEDIO ROTLEN X 1,500.00,-30.00,VASA,UNIDAD,
B101,POTE BISAGRA MEDIO ROTLEN X 10,"4,000.00",-3.00,VASA,UNIDAD,
B103,VASO 1000CC. NATURAL X50,"13,700.00",-1.00,VASA,UNIDAD,
B104,MINI TENEDOR COPETIN CLAUSER X50 APROX,"1,300.00",-2.00,VASA,UNIDAD,
B106,VASO TRAGO LARGO PP TRANSPARENTE X10,"2,800.00",-1.00,VASA,UNIDAD,
B11,PAPEL SULFITO (40X50) 500G,"1,500.00",0.00,,UNIDAD,
B130,COPA DE VINO X1,500.00,389.00,VASA,UNIDAD,
B131,COPA DE VINO X10,"4,200.00",38.00,VASA,UNIDAD,
B132,CUCHARITA HELADO X50G (40U APROX),700.00,0.00,VASA,UNIDAD,
B134,BOLSA ROLLO 20X30 X 1U,"6,150.00",-1.00,VASA,UNIDAD,
B135,MINI TENEDOR CRISTAL 50U LUCA,"4,000.00",-1.00,VASA,UNIDAD,
B137,BANDEJA RECTANGULAR CARTON 7 X1,200.00,-20.00,VASA,UNIDAD,
B140,BOLSA CAMISETA 20X30 MUNDI MAX,"1,400.00",0.00,VASA,UNIDAD,
B141,BOLSA CAMISETA 30X40 MUNDI MAX,"2,000.00",-1.00,VASA,UNIDAD,
B142,BOLSA CAMISETA 30X40 POLIMUNDI REFORZ.,"1,200.00",0.00,VASA,UNIDAD,
B143,BOLSA CAMISETA 40X50 ECO CELESTE,"2,100.00",-2.00,VASA,UNIDAD,
B144,BOLSA CAMISETA 40X50 REFORZADA,"4,000.00",-1.00,VASA,UNIDAD,
B145,BOLSA CAMISETA 45X60 SUPER MAS X 100 U APROX,"6,500.00",-2.00,VASA,UNIDAD,
B146,BOLSA CAMISETA 45X60 REFORZ. MUNDI MAX,"2,800.00",0.00,VASA,UNIDAD,
B147,BOLSA CAMISETA 50X70 REFORZ. MUNDI MAX POLIMUNDI,"4,100.00",0.00,VASA,UNIDAD,
B148,BOLSA CONSORCIO ABASTO 10U 80X110,"1,600.00",0.00,VASA,UNIDAD,
B15,CUCHARAS SUNDAE BLANCA X50U,"1,500.00",0.00,VASA,UNIDAD,
B150,PRECINTOS 6CM X 20G,590.00,0.00,,UNIDAD,
B152,BANDEJA ALUMINIO N°20 X1 HORNAL,350.00,-10.00,VASA,UNIDAD,
B153,BANDEJA ALUMINIO N°20 X5 HORNAL,"1,400.00",-2.00,VASA,UNIDAD,
B154,BANDEJA ALUMINIO N°23 X1 HORNAL,400.00,0.00,VASA,UNIDAD,
B155,SORBETES FLEXIBLES SUR X100 VERDE,"4,500.00",0.00,,UNIDAD,
B157,BANDEJA ALUMINIO N°23 X5 HORNAL,"1,700.00",0.00,VASA,UNIDAD,
B159,BANDEJA ALUMINIO N°26 X1 HORNAL,500.00,0.00,VASA,UNIDAD,
B16,CUCHARAS SUNDAE BLANCA X25U,"1,000.00",0.00,VASA,UNIDAD,
B160,BANDEJA ALUMINIO Nº26 X5 HORNAL,"2,100.00",0.00,VASA,UNIDAD,
B161,BANDEJA ALUMINIO N°30 X1 HORNAL,700.00,-15.00,VASA,UNIDAD,
B162,BANDEJA ALUMINIO Nº30 X5 HORNAL,"3,200.00",-3.00,VASA,UNIDAD,
B163,BANDEJA ALUMINIO N°33 X1 HORNAL,"1,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B164,BANDEJA ALUMINIO N°33 X5 HORNAL,"4,100.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B166,BANDEJA ALUMINIO RECTANG. F200 (28X18CM) X1,800.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B167,BANDEJA ALUMINIO RECTANG. F200 (28X18CM) X5,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B168,BANDEJA ALUMINIO RECTANG. F100 (20X13CM) X1,400.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B169,BANDEJA ALUMINIO RECTANG. F100 (20X13CM) X5,"1,600.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B17,CUCHARAS SUNDAE COLOR X25U,"1,100.00",-4.00,VASA,UNIDAD,
B170,"BANDEJA ALUMINIO RECTANG. F75 (14,5X10CM) X1",300.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B171,"BANDEJA ALUMINIO RECTANG. F75 (14,5X10CM) X5","1,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B172,FLANERA ALUMINIO V-130 (8X4 CM) X1,200.00,0.00,VASA,UNIDAD,
B173,FLANERA ALUMINIO V-130 (8X4 CM) X10,"1,500.00",0.00,VASA,UNIDAD,
B174,MOLDE BUDIN 300 GR X1,300.00,0.00,VASA,UNIDAD,
B175,MOLDE BUDIN 300 GR X10,"2,500.00",0.00,VASA,UNIDAD,
B176,MOLDE BUDIN 250G ALUMINIO X 1,300.00,0.00,BUONA FORTUNA,UNIDAD,
B176/1,MOLDE BUDIN 250G ALUMINIO X 10 U,"2,600.00",0.00,BUONA FORTUNA,UNIDAD,
B177,VASITO 110CC C/TAPA X1,300.00,-220.00,VASA,UNIDAD,
B178,VASITO 110CC C/TAPA X10,"2,200.00",-22.00,VASA,UNIDAD,
B18,CUCHARAS SUNDAE COLOR X50U,"1,600.00",-2.00,VASA,UNIDAD,
B180,VASITO 110CC C/TAPA X50,"8,900.00",-4.00,VASA,UNIDAD,
B181,CUCHARA CAFE MINI X25,700.00,-5.00,VASA,UNIDAD,
B182,CUCHARA CAFE MINI X50U,"1,000.00",-2.00,VASA,UNIDAD,
B184,CUCHARITAS MINI CRISTAL X25,"2,500.00",0.00,VASA,UNIDAD,
B185,CUCHARITAS MINI CRISTAL X50,"4,000.00",0.00,VASA,UNIDAD,
B190,PAPEL ALUMINIO,"2,200.00",-14.00,VASA,UNIDAD,
B191,PAPEL MANTECA 5MT NEW PACK X 1U,"2,200.00",-14.00,VASA,UNIDAD,
B192,PAPEL FILM 30MT NEW PACK X 1U,"1,500.00",-17.00,VASA,UNIDAD,
B193,SORBETES NEGROS X50,700.00,-3.00,VASA,UNIDAD,
B198,SORBETE PLASTICO UNICORNIO,"5,500.00",0.00,,UNIDAD,
B199,SORBETES PLAST. CON FUNDA X25,400.00,0.00,,UNIDAD,
B2,AIR FRYER 160MM X 45MM X9,"1,350.00",-1.00,VASA,UNIDAD,
B20,CUCHARA SOPERA X25U,"1,900.00",-1.00,VASA,UNIDAD,
B200,SORBETES PLAST. CON FUNDA X50,600.00,0.00,,UNIDAD,
B205,BOLSA PAPEL KRAFT N°4 X50,"2,000.00",0.00,VASA,UNIDAD,
B206,BOLSA PAPEL KRAFT N°4 X10,600.00,-1.00,VASA,UNIDAD,
B207,BOLSA PAPEL KRAFT N°3 X10,550.00,0.00,,UNIDAD,
B208,BOLSA PAPEL KRAFT N°3 X50U,"1,600.00",0.00,VASA,UNIDAD,
B209,BOLSA PAPEL KRAFT N°2 X10,300.00,0.00,,UNIDAD,
B21,CUCHARA SOPERA X50U,"2,800.00",0.00,VASA,UNIDAD,
B210,BOLSA PAPEL KRAFT N°2 X50,"1,000.00",0.00,,UNIDAD,
B211,BANDEJA REDONDA CARTON 13 X1,100.00,-50.00,VASA,UNIDAD,
B212,BANDEJA REDONDA CARTON 13 X10,650.00,-5.00,VASA,UNIDAD,
B214,BANDEJA REDONDA CARTON 14 X1,150.00,-110.00,VASA,UNIDAD,
B215,BANDEJA REDONDA CARTON 14 X10,"1,000.00",-11.00,VASA,UNIDAD,
B217,BANDEJA REDONDA CARTON 15 X1,200.00,-30.00,VASA,UNIDAD,
B218,BANDEJA REDONDA CARTON 15 X10,"1,100.00",-3.00,VASA,UNIDAD,
B22,TENEDORES X25U,"1,500.00",-2.00,VASA,UNIDAD,
B220,BANDEJA REDONDA CARTON 16 X1,250.00,0.00,VASA,UNIDAD,
B221,BANDEJA REDONDA CARTON 16 X10,"1,800.00",0.00,VASA,UNIDAD,
B222,BANDEJA CARTON GRIS N° 2 X1 RECTANGULAR,50.00,-50.00,VASA,UNIDAD,
B223,BANDEJA CARTON GRIS N° 2 X10 RECTANGULAR,350.00,-5.00,VASA,UNIDAD,
B224,BANDEJA CARTON GRIS N° 3 X 1U RECTANGULAR,100.00,-30.00,VASA,UNIDAD,
B225,BANDEJA CARTON GRIS N° 3 X10U RECTANGULAR,450.00,-3.00,VASA,UNIDAD,
B229,BANDEJA RECTANGULAR CARTON 4 X1,100.00,-60.00,VASA,UNIDAD,
B23,TENEDORES X50U,"2,000.00",-1.00,VASA,UNIDAD,
B230,BANDEJA RECTANGULAR CARTON N° 4 X 10,500.00,-6.00,VASA,UNIDAD,
B231,BANDEJA RECTANGULAR CARTON 5 X1,100.00,-10.00,VASA,UNIDAD,
B232,BANDEJA RECTANGULAR CARTON 5 X10,600.00,-1.00,VASA,UNIDAD,
B234,BANDEJA RECTANGULAR CARTON 6 X1,100.00,-10.00,VASA,UNIDAD,
B235,BANDEJA RECTANGULAR CARTON 6 X10,790.00,-1.00,VASA,UNIDAD,
B238,BANDEJA RECTANGULAR CARTON 7 X10,"1,100.00",-2.00,VASA,UNIDAD,
B239,BANDEJA RECTANGULAR CARTON 8 X1,200.00,-10.00,VASA,UNIDAD,
B24,CUCHILLOS PLASTICOS X25U,"1,500.00",0.00,VASA,UNIDAD,
B240,BANDEJA RECTANGULAR CARTON 8 X10,"1,200.00",-1.00,VASA,UNIDAD,
B249,POTE VAINILLA C/TAPA 280CC X10,"3,900.00",0.00,,UNIDAD,
B25,CUCHILLOS PLASTICOS X50U,"2,000.00",0.00,VASA,UNIDAD,
B250,POTE VAINILLA C/TAPA 280CC X1,450.00,0.00,,UNIDAD,
B260,PALITOS BROCHETTE 25CM X 90U APROX.,"1,500.00",-12.00,VASA,UNIDAD,
B29,VASO 180CC LUNARES X10U,600.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B3,LAMINA FOLEX POLYFILM 25 X 35 X 1KG,"14,000.00",0.00,VASA,UNIDAD,
B300,VASO AMERICANO 500CC X 1,200.00,0.00,,UNIDAD,
B301,VASO AMERICANO 500C X 10,"1,500.00",0.00,,UNIDAD,
B302,CUCHARITAS SUNDAE CRISTAL X25,"1,000.00",-7.00,,UNIDAD,
B303,CUCHARITAS SUNDAE CRISTAL X50,"1,500.00",-3.00,,UNIDAD,
B31,COPA VICTORIA X1,450.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B32,COPA VICTORIA X10,"4,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B33,VASOS IMPERIAL X1,700.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B34,VASOS IMPERIAL X10,"5,800.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B35,COPA CHAMPAGNE X1,550.00,90.00,COTILLON CASA ALBERTO,UNIDAD,
B36,COPA CHAMPAGNE X10,"4,800.00",9.00,COTILLON CASA ALBERTO,UNIDAD,
B37,VASO COLA CRISTAL X10,"3,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B38,VASO COLA CRISTAL X1,500.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B39,COPA MARGARITA X10,"10,250.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B4,LAMINA FOLEX POLYFILM 25 X 35 X 500G,"8,000.00",0.00,VASA,UNIDAD,
B40,COPA MARGARITA X1,"1,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B41,COPA NANCY X1,600.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B42,COPA NANCY X10,"5,400.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B43,COPA SUNDAE X1,350.00,388.00,COTILLON CASA ALBERTO,UNIDAD,
B44,COPA SUNDAE X10,"3,000.00",38.00,COTILLON CASA ALBERTO,UNIDAD,
B45,VASITO VASO POSTRE CUADRADO LP X1,400.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B46,VASITO VASO POSTRE CUADRADO LP X10,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B47,VASITO VASO POSTRE TEQUILA LP X1,300.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B49,VASITO VASO POSTRE TEQUILA LP X10,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B5,VASO TERMICO 180CC X 25U ENPOLEX,"2,700.00",0.00,VASA,UNIDAD,
B50,VASITO VASO POSTRE 100CC BOYANO X|,550.00,-20.00,COTILLON CASA ALBERTO,UNIDAD,
B51,VASITO VASO POSTRE 100CC BOYANO X10,"4,400.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
B53,VASO 330CC NATURAL X 1,150.00,-30.00,COTILLON CASA ALBERTO,UNIDAD,
B54,VASO 500 CC. NATURAL X 1,250.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
B55,VASO 330CC NATURAL X 10,"1,000.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
B56,VASO 500 CC. NATURAL X 10,"1,800.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B57,VASO 500CC PVC COLORES X 1,"1,000.00",-2.00,,UNIDAD,
B58,VASO 500CC SHAKER C/TAPA Y SORBETE X1 COLORES,"1,100.00",0.00,BUONA FORTUNA,UNIDAD,
B59,VASO 500CC SHAKER C/TAPA Y SORBETE X10 COLORES,"9,900.00",0.00,BUONA FORTUNA,UNIDAD,
B6,VASO TERMICO 120CC X 25U ENPOLEX,"2,200.00",-1.00,VASA,UNIDAD,
B60,VASO PLAST NEON 360 CC X1,250.00,0.00,,UNIDAD,
B61,VASO PLAST NEON 360 CC X10,"1,800.00",0.00,,UNIDAD,
B62,VASO 800CC PP NEW BIG X 1,"1,300.00",0.00,AICHINO HECTOR,UNIDAD,
B63,VASO FRAPPE C/TAPA 480CC X1,"1,100.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B65,VASO FRAPPE C/TAPA 480CC X10,"9,400.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
B66,VASO 1000CC. NATURAL X1,450.00,-60.00,,UNIDAD,
B67,VASO 1000CC. NATURAL X10,"3,500.00",-6.00,,UNIDAD,
B7,BOLSA ROLLO 30X40 X 1U,"6,200.00",-5.00,VASA,UNIDAD,
B70,MINI TENEDOR CRISTAL 25U LUCA,"2,500.00",-2.00,LUCA PLASTIC,UNIDAD,
B71,POTE C/TAPA 150 CC X1,300.00,-93.00,VASA,UNIDAD,
B72,POTE C/TAPA 150 CC X10,"2,200.00",-9.00,VASA,UNIDAD,
B73,POTE C/TAPA 250 CC X1,350.00,-70.00,VASA,UNIDAD,
B74,POTE C/TAPA 250 CC X10,"2,400.00",-7.00,VASA,UNIDAD,
B75,POTE C/TAPA 500 CC X1,400.00,-10.00,VASA,UNIDAD,
B76,POTE C/TAPA 500 CC X10,"3,200.00",-1.00,VASA,UNIDAD,
B8,BOLSA ROLLO 25X35 X 1U,"6,200.00",-1.00,VASA,UNIDAD,
B80,BANDEJA 103 MICRO C/TAPA BANDEX X 1U,0.00,0.00,VASA,UNIDAD,
B9,BOLSA ROLLO 15X25,"6,100.00",0.00,VASA,UNIDAD,
CKD245,"DISCO EXPANDIDO 24,5 CM X 1U",250.00,0.00,VASA,UNIDAD,
CKD245-1,"DISCO EXPANDIDO 24,5 CM X 5U","1,000.00",0.00,VASA,UNIDAD,
CKD30,DISCO EXPANDIDO N° 30 X 1 UNID.,250.00,100.00,VASA,UNIDAD,
CKD301,DISCO EXPANDIDO N° 30 X 5 UNID,"1,000.00",20.00,VASA,UNIDAD,
D1,ANILLITOS DULCES 400G DANAL,"4,100.00",-2.00,"DANAL, DANAL",UNIDAD,
D10,PALITOS SALADOS 100G DANAL,"1,100.00",0.00,"DANAL, DANAL",UNIDAD,
D11,PALITOS SALADOS 200G DANAL,"1,900.00",-4.00,"DANAL, DANAL",UNIDAD,
D12,CASCARONES 150G DANAL,"2,900.00",-5.00,"DANAL, DANAL",UNIDAD,
D13,CASCARONES 75G DANAL,"1,800.00",-3.00,"DANAL, DANAL",UNIDAD,
D14,PAPAS FRITAS 150G DANAL,"2,800.00",-2.00,"DANAL, DANAL",UNIDAD,
D15,PAPAS FRITAS 400G DANAL,"5,900.00",-11.00,"DANAL, DANAL",UNIDAD,
D16,PAPAS FRITAS 550G DANAL,"8,200.00",-8.00,"DANAL, DANAL",UNIDAD,
D17,PAPAS FRITAS 800G DANAL,"10,700.00",-5.00,"DANAL, DANAL",UNIDAD,
D18,CASCARONES 400G DANAL,"6,400.00",-6.00,"DANAL, DANAL",UNIDAD,
D19,CHIZITOS 700G DANAL,"6,200.00",-6.00,"DANAL, DANAL",UNIDAD,
D2,ANILLITOS DULCES 700G DANAL,"6,400.00",0.00,"DANAL, DANAL",UNIDAD,
D20,CHIZITOS 330G DANAL,"3,900.00",-8.00,"DANAL, DANAL",UNIDAD,
D21,PALITOS SALADOS KG DANAL,"6,100.00",-3.00,"DANAL, DANAL",UNIDAD,
D22,PALITOS SALADOS 500G DANAL,"3,500.00",-11.00,"DANAL, DANAL",UNIDAD,
D23,MANI PELADO 200G DANAL,"2,600.00",-1.00,"DANAL, DANAL",UNIDAD,
D24,CHIZITO 90G DANAL,"1,400.00",-4.00,"DANAL, DANAL",UNIDAD,
D25,PAPAS FRITAS 90G DANAL,"1,800.00",-2.00,"DANAL, DANAL",UNIDAD,
D26,LLUVIA DE PAPAS 200G DANAL,"3,300.00",-2.00,"DANAL, DANAL",UNIDAD,
D27,LLUVIAS DE PAPAS 65G DANAL,"1,600.00",0.00,"DANAL, DANAL",UNIDAD,
D3,MANI PELADO KG DANAL,"8,700.00",-2.00,"DANAL, DANAL",UNIDAD,
D4,MANI PELADO 500G DANAL,"4,700.00",-1.00,"DANAL, DANAL",UNIDAD,
D5,PIZZETAS 300G DANAL,"3,900.00",-3.00,"DANAL, DANAL",UNIDAD,
D6,CONITOS 90G DANAL,"2,400.00",-2.00,"DANAL, DANAL",UNIDAD,
D7,TUTUCAS 800G DANAL,"8,500.00",0.00,"DANAL, DANAL",UNIDAD,
D8,TUTUCAS 300G DANAL,"4,300.00",-3.00,"DANAL, DANAL",UNIDAD,
D9,DULCITAS 400G DANAL,"3,900.00",-2.00,"DANAL, DANAL",UNIDAD,
E11,BIZCOCHUELO NATALIA 2KG RECTANGULAR VAINILLA,"15,800.00",-2.00,"NATALIA, MATI",UNIDAD,
EA1,BANDEJA CARTON LAMINADA DORADA RECT 1 KG (23X28) X 1U,550.00,-6.00,VASA,UNIDAD,
EA1.5,"BANDEJA CARTON LAMINADA DORADA RECT 1,5KG (28X30) X 1U",750.00,-11.00,VASA,UNIDAD,
EA2,BANDEJA CARTON LAMINADA DORADA RECT 2 KG (30X40) X 1U,"1,200.00",-11.00,VASA,UNIDAD,
EA26,BANDEJA CARTON LAMINADA DORADA 26CM X 1U,550.00,-27.00,VASA,UNIDAD,
EA28,BANDEJA CARTON LAMINADA DORADA 28CM X 1U,700.00,0.00,VASA,UNIDAD,
EA3,BANDEJA CARTON LAMINADA DORADA RECT 3 KG (35X45) X 1 U,"2,300.00",-7.00,VASA,UNIDAD,
EA30,BANDEJA CARTON LAMINADA DORADA 30CM X 1 U,750.00,-38.00,VASA,UNIDAD,
EA33,BANDEJA CARTON LAMINADA DORADA 33CM X 1U,900.00,-4.00,VASA,UNIDAD,
EA36,BANDEJA CARTON LAMINADA DORADA 36CM X 1U,"1,300.00",-6.00,VASA,UNIDAD,
EA750,BANDEJA CARTON LAMINADA DORADA RECT 750G (20X27) X 1 U,450.00,0.00,VASA,UNIDAD,
I5,GLOBOS BAUTISMO VARON X16,"1,600.00",-1.00,,UNIDAD,
J,BOCADITOS LOUNCH ROSSI 24U REDONDOS,"5,500.00",0.00,ROSSI,UNIDAD,
J1,BOCADITOS LOUNCH ROSSI 24U CUADRADOS,"5,500.00",0.00,ROSSI,UNIDAD,
J10,PIONONO NATALIA,"2,800.00",0.00,"NATALIA, MATI",UNIDAD,
J11,PIONONO LIVIAN SALADO 180G,"2,400.00",-1.00,BARTOLO,UNIDAD,
J12,PIONONOS LIVIAN TRADICIONAL DULCE 180G,"2,000.00",-7.00,BARTOLO,UNIDAD,
J13,PIONONOS ROSSI DULCE GRANDE,"3,700.00",0.00,ROSSI,UNIDAD,
J14,PIONONO EN CAPAS ROSSI 320G,"7,400.00",0.00,ROSSI,UNIDAD,
J18,BOMBAS DE CREMA 32U ROSSI,"6,600.00",0.00,ROSSI,UNIDAD,
J19,PASTA PARA PASTILLAJE 250G CORAL,"1,800.00",-1.00,BYC,UNIDAD,
J20,GLASE REAL POLVO CORAL 200G,"2,100.00",0.00,BYC,UNIDAD,
J21,PASTA DE GOMA CORAL 250G,"2,000.00",0.00,BYC,UNIDAD,
J22,PASTA CARMELA BLANCA 500G,"4,500.00",-2.00,BYC,UNIDAD,
J30,BIZCOCHUELO CAPAS MINI ROSSI 500G,"6,500.00",0.00,ROSSI,UNIDAD,
J31,BIZCOCHUELO CUADRADO CHICO ROSSI 700G,"6,800.00",0.00,ROSSI,UNIDAD,
